beneficiary_id,age,area_type,occupation,estimated_monthly_income,asset_score,business_years,residence_years,shg_member,dependents,proposed_emi,first_time_borrower,risk_score,risk_bucket
B00275,42,Urban,Auto Driver,18605.85,1,5,14,1,5,2085,1,96.89694647921895,High
B00276,50,Semi-Urban,Delivery Worker,16526.0,0,20,2,1,5,4312,1,123.14701631003133,Medium
B00277,58,Rural,Small Retail Shop,21946.0,1,11,13,1,3,2407,0,132.49404324480048,Medium
B00278,58,Rural,Auto Driver,14017.0,0,8,29,0,2,4517,1,101.45499133060207,High
B00279,28,Rural,Daily Wage Worker,9719.0,0,17,34,1,4,5899,1,170.64928753553053,Low
B00280,47,Semi-Urban,Street Vendor,15014.0,0,9,17,0,4,6907,0,75.796832452094,High
B00281,47,Rural,Milk Vendor,13378.0,1,18,3,0,1,3541,0,112.69542052713899,Medium
B00282,54,Rural,Small Retail Shop,22896.0,2,14,30,0,1,1455,0,172.82103549905125,Low
B00283,41,Rural,Small Retail Shop,18875.0,2,24,4,1,5,2562,0,177.65555907616107,Low
B00284,50,Semi-Urban,Handloom Weaver,16231.0,1,9,31,1,5,2374,0,146.49508256982645,Medium
B00285,53,Semi-Urban,Tailor,16557.0,0,10,5,1,4,5180,0,87.86463848189695,High
B00286,48,Semi-Urban,Delivery Worker,17053.0,0,24,2,0,2,2587,1,122.88199161517643,Medium
B00287,53,Rural,Milk Vendor,12583.0,1,20,4,1,3,6433,0,145.44958778481185,Medium
B00288,25,Urban,Delivery Worker,18904.85,1,2,38,0,1,2369,0,115.64863757413666,Medium
B00289,39,Semi-Urban,Small Retail Shop,20219.0,1,3,27,1,5,3558,0,116.10822806419573,Medium
B00290,24,Urban,Auto Driver,21418.75,2,24,27,1,1,5858,1,240.81406332663587,Low
B00291,55,Rural,Agriculture,10598.0,1,5,15,0,4,2143,0,64.77920450953654,High
B00292,37,Rural,Delivery Worker,17894.0,0,4,39,0,2,5520,0,107.7199839160935,Medium
B00293,48,Semi-Urban,Daily Wage Worker,12482.0,1,3,38,0,4,3250,0,103.81361250554063,High
B00294,50,Rural,Agriculture,13958.0,2,19,14,0,3,1957,0,147.65481657657384,Medium
B00295,49,Semi-Urban,Street Vendor,14063.0,1,10,18,1,2,1808,1,133.52826862899587,Medium
B00296,26,Semi-Urban,Agriculture,9795.0,1,7,29,0,3,2312,0,104.74051729496145,High
B00297,55,Semi-Urban,Daily Wage Worker,11939.0,1,12,7,0,3,5835,0,84.76736450712532,High
B00298,57,Urban,Tailor,13835.65,0,8,38,1,2,1037,0,149.62727807194153,Medium
B00299,44,Semi-Urban,Milk Vendor,16375.0,0,5,24,1,3,4217,0,106.60235728046804,Medium
B00300,49,Rural,Delivery Worker,15792.0,0,24,38,0,1,3485,1,196.94346978551093,Low
B00301,51,Rural,Auto Driver,15089.0,1,13,6,0,5,2072,0,83.91892447247412,High
B00302,55,Rural,Tailor,14780.0,0,9,20,0,2,4388,1,89.00345589125419,High
B00303,53,Semi-Urban,Daily Wage Worker,8789.0,0,4,36,0,4,1527,1,85.49698601973553,High
B00304,41,Rural,Tailor,13798.0,2,2,10,0,4,5692,0,59.263733091690334,High
B00305,52,Rural,Delivery Worker,18240.0,0,5,22,1,5,5907,0,98.13999642810329,High
B00306,43,Semi-Urban,Tailor,15856.0,0,2,33,0,4,2566,0,77.16926471696517,High
B00307,53,Semi-Urban,Street Vendor,11313.0,1,18,23,0,5,2523,1,136.7193654527789,Medium
B00308,23,Urban,Handloom Weaver,15216.8,1,6,4,0,1,5776,1,61.753785697741726,High
B00309,38,Semi-Urban,Delivery Worker,16029.0,1,11,21,1,4,6745,0,139.1290928740229,Medium
B00310,45,Semi-Urban,Milk Vendor,15211.0,2,10,13,0,4,4044,0,102.83365129985661,High
B00311,51,Semi-Urban,Agriculture,13499.0,1,1,13,1,1,6890,0,85.7617387250054,High
B00312,23,Urban,Delivery Worker,19690.3,0,2,12,1,4,4745,1,69.44452712109319,High
B00313,60,Semi-Urban,Daily Wage Worker,12182.0,0,21,24,1,4,2497,1,170.87405799615203,Low
B00314,44,Urban,Tailor,17223.55,0,10,35,0,1,5233,1,129.13667230103223,Medium
B00315,52,Urban,Delivery Worker,17432.85,0,5,19,0,1,1924,1,75.33215037800831,High
B00316,42,Urban,Tailor,16248.349999999999,1,12,9,1,1,3213,1,130.14259774424963,Medium
B00317,43,Rural,Auto Driver,16917.0,0,19,13,1,4,4046,1,145.24332015360426,Medium
B00318,22,Rural,Garment Manufacturer,29573.0,2,21,22,1,5,3189,0,210.6718623910891,Low
B00319,47,Rural,Milk Vendor,14079.0,0,2,36,1,5,5838,0,107.69334310132788,Medium
B00320,22,Rural,Small Retail Shop,21371.0,1,6,28,1,2,4824,1,142.54906991155352,Medium
B00321,46,Rural,Garment Manufacturer,28844.0,2,15,7,1,2,4785,1,163.50897776626095,Low
B00322,37,Rural,Delivery Worker,16419.0,0,8,30,1,4,3101,1,129.39749345331526,Medium
B00323,60,Rural,Daily Wage Worker,12428.0,1,16,31,0,4,3201,1,147.53967801566864,Medium
B00324,53,Semi-Urban,Handloom Weaver,17942.0,1,19,11,0,5,3273,1,123.09148965452326,Medium
B00325,29,Semi-Urban,Milk Vendor,13970.0,0,18,30,1,3,6511,1,174.64049074958842,Low
B00326,59,Rural,Small Retail Shop,21852.0,2,17,15,0,2,3726,0,151.95047416075738,Medium
B00327,49,Semi-Urban,Auto Driver,14413.0,1,1,13,0,5,6521,1,42.90556256628702,High
B00328,46,Semi-Urban,Handloom Weaver,16978.0,0,11,35,0,4,4232,0,123.20126083502427,Medium
B00329,55,Semi-Urban,Agriculture,11569.0,1,4,35,1,2,6039,1,137.91199530709528,Medium
B00330,45,Urban,Tailor,14913.199999999999,2,6,20,0,2,2772,0,104.9540227508751,High
B00331,44,Rural,Garment Manufacturer,26180.0,1,7,23,1,2,3095,0,142.02609108221762,Medium
B00332,33,Rural,Handloom Weaver,17819.0,0,8,37,0,4,5481,1,114.59296837489576,Medium
B00333,27,Rural,Tailor,12251.0,0,24,20,1,5,1248,1,173.56547669619107,Low
B00334,56,Rural,Small Retail Shop,20879.0,1,10,19,0,3,1025,1,109.09259174059233,Medium
B00335,40,Semi-Urban,Auto Driver,18560.0,1,17,18,0,4,4216,1,132.46396526478122,Medium
B00336,21,Rural,Small Retail Shop,19495.0,1,12,4,1,2,6379,1,120.10533788955274,Medium
B00337,28,Rural,Auto Driver,17068.0,1,8,8,1,1,3056,0,110.71140036889285,Medium
B00338,36,Rural,Auto Driver,16577.0,1,12,30,0,5,3547,0,128.32879219542787,Medium
B00339,34,Rural,Street Vendor,12235.0,0,17,20,1,4,6385,0,144.98186533061295,Medium
B00340,32,Semi-Urban,Street Vendor,14618.0,1,3,8,1,2,2348,1,82.19343032656073,High
B00341,43,Semi-Urban,Milk Vendor,12556.0,0,14,5,0,3,2957,0,75.99558625435148,High
B00342,35,Rural,Street Vendor,13569.0,2,12,34,0,2,6936,1,159.00056632290668,Low
B00343,48,Rural,Street Vendor,15456.0,1,5,7,1,2,3224,1,90.83001443052945,High
B00344,54,Rural,Tailor,13948.0,0,13,22,0,4,4541,0,102.6697956538625,High
B00345,22,Rural,Delivery Worker,19422.0,0,11,9,0,3,1530,0,77.18986062700694,High
B00346,52,Urban,Garment Manufacturer,30770.55,1,16,11,1,1,6156,0,167.07464072774033,Low
B00347,43,Rural,Garment Manufacturer,27525.0,2,10,12,0,4,6361,0,112.5295790777941,Medium
B00348,42,Semi-Urban,Agriculture,14387.0,2,24,8,0,5,5485,0,150.92109469579944,Medium
B00349,45,Urban,Daily Wage Worker,12718.999999999998,1,8,32,1,3,2343,1,148.140040854591,Medium
B00350,42,Rural,Auto Driver,15371.0,2,6,17,0,1,1918,1,103.43981758092158,High
B00351,42,Rural,Small Retail Shop,20499.0,1,20,26,1,1,3080,0,204.28353368942624,Low
B00352,26,Urban,Tailor,15113.3,1,20,33,0,3,1576,1,175.7993379250551,Low
B00353,35,Semi-Urban,Auto Driver,18827.0,0,24,26,1,5,1172,0,192.1448653842482,Low
B00354,57,Rural,Daily Wage Worker,9588.0,0,3,22,0,2,5183,1,60.28159185142627,High
B00355,53,Semi-Urban,Street Vendor,15998.0,0,24,3,0,4,1232,0,116.84174511137279,Medium
B00356,28,Semi-Urban,Agriculture,12613.0,2,20,31,0,5,6837,0,177.73529946518158,Low
B00357,25,Rural,Street Vendor,14362.0,1,10,14,0,1,3084,1,99.52220212799993,High
B00358,59,Urban,Auto Driver,19448.8,1,18,18,1,5,6467,0,164.38627097751348,Low
B00359,24,Rural,Agriculture,10744.0,2,10,34,0,2,3330,1,146.780083350292,Medium
B00360,26,Semi-Urban,Daily Wage Worker,10597.0,0,13,17,0,5,4534,1,86.15173101153114,High
B00361,52,Urban,Small Retail Shop,23588.8,2,14,12,0,5,1920,1,123.80258293504276,Medium
B00362,50,Semi-Urban,Small Retail Shop,18258.0,2,1,39,1,1,4179,1,157.26105749835386,Low
B00363,55,Rural,Milk Vendor,15893.0,0,20,33,0,5,6189,1,154.4190106481273,Low
B00364,60,Rural,Handloom Weaver,14268.0,0,15,32,1,4,2714,0,162.67506338701816,Low
B00365,36,Semi-Urban,Handloom Weaver,15376.0,1,12,21,1,3,2133,1,146.55634817499242,Medium
B00366,33,Semi-Urban,Small Retail Shop,22157.0,1,16,14,1,1,3214,0,164.4477192891424,Low
B00367,50,Semi-Urban,Handloom Weaver,13561.0,0,7,2,1,3,1376,0,68.58751170256784,High
B00368,39,Urban,Garment Manufacturer,32620.899999999998,2,14,7,0,5,4433,0,122.52159666781128,Medium
B00369,37,Urban,Delivery Worker,17294.85,0,9,15,0,2,4101,0,81.5419767517774,High
B00370,39,Rural,Daily Wage Worker,10504.0,0,9,31,0,1,5782,0,109.59550764125804,Medium
B00371,48,Rural,Delivery Worker,15787.0,0,10,28,1,5,6169,1,129.4753748486302,Medium
B00372,46,Rural,Handloom Weaver,14492.0,0,9,8,0,5,3331,0,54.00085730000083,High
B00373,57,Semi-Urban,Street Vendor,15872.0,1,16,7,0,2,2822,0,110.76536810858629,Medium
B00374,46,Semi-Urban,Milk Vendor,17009.0,0,23,36,0,5,5296,0,175.33784322869133,Low
B00375,43,Semi-Urban,Handloom Weaver,15185.0,0,8,10,1,4,2275,0,88.01281480797965,High
B00376,29,Rural,Tailor,14685.0,0,2,39,1,2,3863,0,124.69419484077419,Medium
B00377,32,Rural,Auto Driver,15412.0,1,18,30,0,1,3753,1,168.09403237053584,Low
B00378,21,Rural,Agriculture,11739.0,1,24,5,0,1,3094,0,141.52932089278247,Medium
B00379,21,Semi-Urban,Street Vendor,15422.0,1,18,21,0,3,1172,0,143.63111771372536,Medium
B00380,54,Rural,Auto Driver,18452.0,0,12,6,0,4,3241,0,71.03129055455769,High
B00381,52,Rural,Garment Manufacturer,29603.0,2,24,16,1,4,3678,1,215.86738340189822,Low
B00382,45,Rural,Milk Vendor,16790.0,0,3,16,1,1,2499,0,89.37149685690764,High
B00383,60,Semi-Urban,Tailor,13385.0,0,2,24,1,5,4427,1,83.77476127392657,High
B00384,21,Rural,Garment Manufacturer,27584.0,2,6,19,1,4,5630,1,139.05339586349237,Medium
B00385,36,Semi-Urban,Garment Manufacturer,29942.0,0,6,19,0,4,1915,1,81.63807302221285,High
B00386,59,Semi-Urban,Garment Manufacturer,28317.0,1,17,37,1,5,3464,1,206.66250349964054,Low
B00387,25,Semi-Urban,Small Retail Shop,18114.0,2,16,33,1,2,6349,1,209.82661707809748,Low
B00388,42,Semi-Urban,Auto Driver,16266.0,0,23,5,1,5,5696,0,143.13302756977697,Medium
B00389,49,Rural,Agriculture,13401.0,2,13,9,1,3,3095,1,139.96768859352818,Medium
B00390,23,Rural,Delivery Worker,17728.0,0,12,21,1,3,5495,1,133.61416282028375,Medium
B00391,32,Urban,Tailor,15466.349999999999,1,11,7,1,1,4685,0,121.22060308009287,Medium
B00392,46,Semi-Urban,Delivery Worker,16322.0,0,15,25,0,2,1494,0,127.77811839417376,Medium
B00393,36,Urban,Tailor,15789.499999999998,0,17,21,0,4,5518,0,120.3576578941561,Medium
B00394,57,Semi-Urban,Daily Wage Worker,10933.0,1,20,13,1,1,5230,1,168.94940323993535,Low
B00395,42,Rural,Small Retail Shop,22509.0,1,22,21,0,1,3731,1,175.19100678215133,Low
B00396,49,Rural,Tailor,15167.0,1,24,10,1,4,2761,0,174.44102087028273,Low
B00397,34,Semi-Urban,Handloom Weaver,15218.0,0,8,24,1,4,6456,0,115.85414407686696,Medium
B00398,48,Rural,Handloom Weaver,17639.0,1,7,27,1,5,3992,1,131.5987929807417,Medium
B00399,25,Rural,Daily Wage Worker,11036.0,1,11,33,0,3,1103,1,131.88903893570503,Medium
B00400,50,Semi-Urban,Agriculture,10522.0,1,21,26,0,4,4587,0,158.27960305043587,Low
B00401,25,Rural,Milk Vendor,15258.0,0,22,36,1,5,3828,1,198.78217213722928,Low
B00402,32,Rural,Small Retail Shop,19112.0,1,8,17,0,3,6401,0,94.21133262235973,High
B00403,36,Semi-Urban,Garment Manufacturer,26558.0,1,19,21,1,2,4468,0,192.59185748050052,Low
B00404,46,Semi-Urban,Auto Driver,16237.0,1,6,2,1,2,2887,0,85.69727563412992,High
B00405,46,Rural,Street Vendor,14225.0,1,20,15,0,2,4498,1,142.7002292295945,Medium
B00406,41,Semi-Urban,Small Retail Shop,20021.0,1,19,2,0,4,2911,0,111.11270777487447,Medium
B00407,59,Urban,Daily Wage Worker,12576.4,0,19,7,1,3,2108,0,131.97344990191158,Medium
B00408,56,Rural,Handloom Weaver,13783.0,0,4,36,0,3,2312,0,93.45424894472869,High
B00409,53,Rural,Auto Driver,16573.0,1,22,32,0,2,1322,1,187.83215150849455,Low
B00410,50,Rural,Tailor,13277.0,0,15,3,1,1,3822,0,113.34087428783548,Medium
B00411,57,Semi-Urban,Agriculture,12672.0,2,17,3,1,3,6638,1,144.72804999936616,Medium
B00412,43,Rural,Agriculture,13282.0,2,18,33,1,3,5761,0,210.6494016057402,Low
B00413,30,Urban,Milk Vendor,14691.249999999998,1,20,25,0,5,1075,0,152.31663035165553,Medium
B00414,25,Semi-Urban,Milk Vendor,15981.0,0,12,37,1,2,2466,1,167.0499227025986,Low
B00415,56,Semi-Urban,Small Retail Shop,19424.0,2,10,36,0,1,5723,0,163.75037436801472,Low
B00416,54,Urban,Street Vendor,17390.3,0,9,35,0,5,5791,0,111.34384420475365,Medium
B00417,51,Urban,Daily Wage Worker,12039.349999999999,0,8,19,1,1,6484,0,112.7450887039816,Medium
B00418,30,Rural,Auto Driver,16372.0,1,8,19,0,1,3113,1,102.62928939869481,High
B00419,39,Rural,Handloom Weaver,14590.0,0,11,33,0,1,4175,0,126.75254373361778,Medium
B00420,52,Semi-Urban,Daily Wage Worker,9112.0,1,23,18,1,4,1043,0,180.292749280136,Low
B00421,21,Rural,Daily Wage Worker,10545.0,1,12,27,1,3,2758,0,153.7247381985172,Medium
B00422,25,Rural,Delivery Worker,18649.0,1,22,30,1,3,2978,1,212.57830340195352,Low
B00423,24,Semi-Urban,Delivery Worker,18731.0,1,23,31,0,5,3916,0,182.61301192578796,Low
B00424,36,Urban,Tailor,13893.15,0,6,39,0,1,2441,1,115.51419949211585,Medium
B00425,44,Rural,Street Vendor,14176.0,2,3,3,0,1,2163,1,60.652548873168776,High
B00426,36,Semi-Urban,Tailor,12081.0,0,15,22,1,3,4205,0,143.68274240401493,Medium
B00427,22,Rural,Auto Driver,14342.0,0,6,10,0,1,2658,0,58.60104489292054,High
B00428,48,Semi-Urban,Handloom Weaver,15408.0,0,7,8,0,1,4559,0,59.55068570525741,High
B00429,52,Rural,Handloom Weaver,14089.0,0,6,34,1,1,1223,0,136.1239310873659,Medium
B00430,47,Urban,Daily Wage Worker,12047.4,1,2,18,1,2,1611,0,95.50235960556957,High
B00431,40,Rural,Milk Vendor,14282.0,0,6,12,0,2,5175,1,58.698413786546595,High
B00432,44,Semi-Urban,Handloom Weaver,14515.0,0,2,32,1,2,5988,1,110.87433889938237,Medium
B00433,32,Rural,Milk Vendor,14698.0,0,1,2,0,5,2432,0,6.694926734318176,High
B00434,55,Rural,Milk Vendor,17345.0,0,15,17,1,1,6597,0,145.51510420133175,Medium
B00435,53,Rural,Auto Driver,14794.0,0,10,12,1,2,6671,1,107.54698402457261,Medium
B00436,53,Rural,Street Vendor,11370.0,0,10,7,0,2,3780,0,63.74690905014754,High
B00437,57,Rural,Daily Wage Worker,10054.0,1,10,15,0,4,2967,0,86.70308708696192,High
B00438,32,Rural,Handloom Weaver,14688.0,0,5,2,0,5,6462,0,24.676298786747726,High
B00439,23,Semi-Urban,Garment Manufacturer,26138.0,2,4,27,1,2,4046,1,151.61574051568343,Medium
B00440,21,Semi-Urban,Street Vendor,13621.0,1,15,26,0,2,2463,0,141.9454490656598,Medium
B00441,53,Rural,Delivery Worker,16508.0,1,9,25,1,2,1827,0,145.08393955031576,Medium
B00442,60,Semi-Urban,Garment Manufacturer,29558.0,1,16,12,1,4,5203,0,157.11260410674382,Low
B00443,30,Rural,Auto Driver,18576.0,1,9,17,0,4,5208,1,94.45815384997228,High
B00444,49,Semi-Urban,Street Vendor,13258.0,0,19,1,1,5,6294,1,113.95716553193172,Medium
B00445,33,Rural,Auto Driver,15220.0,0,14,31,1,1,2915,0,166.7568679172061,Low
B00446,32,Semi-Urban,Street Vendor,13760.0,0,12,5,0,1,4597,1,74.7077173942503,High
B00447,51,Rural,Milk Vendor,17092.0,0,12,28,0,5,2892,1,110.0865633258473,Medium
B00448,22,Urban,Daily Wage Worker,11769.099999999999,0,3,28,0,1,3177,0,78.61379312222351,High
B00449,55,Rural,Handloom Weaver,13935.0,0,19,8,1,3,3852,0,135.31967397715533,Medium
B00450,43,Rural,Small Retail Shop,18818.0,1,11,14,0,1,5932,0,108.13861403589415,Medium
B00451,37,Rural,Agriculture,11615.0,2,5,6,1,4,3149,1,92.5040851571966,High
B00452,46,Urban,Daily Wage Worker,10451.199999999999,0,6,18,0,4,2261,0,59.88900835118453,High
B00453,28,Semi-Urban,Milk Vendor,17324.0,0,6,37,0,2,3325,1,111.57853327002896,Medium
B00454,49,Semi-Urban,Milk Vendor,15115.0,1,19,10,1,4,5908,0,151.6602568693536,Medium
B00455,46,Urban,Small Retail Shop,25653.05,2,14,35,0,3,5081,0,179.14335201589648,Low
B00456,30,Urban,Milk Vendor,14578.55,0,16,35,1,3,6091,1,176.8440285888564,Low
B00457,46,Semi-Urban,Garment Manufacturer,28736.0,2,12,17,0,3,2796,1,137.2214490577252,Medium
B00458,54,Rural,Milk Vendor,14591.0,0,18,27,1,2,2627,1,173.25374928916523,Low
B00459,27,Semi-Urban,Delivery Worker,17384.0,2,22,24,1,1,2582,1,221.76694517086935,Low
B00460,24,Rural,Handloom Weaver,14915.0,0,13,10,1,2,2878,1,116.86530993720018,Medium
B00461,31,Semi-Urban,Daily Wage Worker,10934.0,1,20,17,0,4,6697,1,136.2831545633934,Medium
B00462,49,Semi-Urban,Agriculture,11657.0,2,9,33,1,3,4448,0,168.65078523093774,Low
B00463,56,Semi-Urban,Garment Manufacturer,27053.0,0,18,33,0,2,1252,0,167.22250936583777,Low
B00464,45,Semi-Urban,Garment Manufacturer,28344.0,2,4,17,1,2,2857,0,133.5607498259528,Medium
B00465,41,Semi-Urban,Agriculture,11358.0,2,11,18,0,3,2793,0,117.02617051850504,Medium
B00466,56,Urban,Milk Vendor,15654.949999999999,1,18,38,0,5,4345,0,170.41025155638596,Low
B00467,30,Rural,Street Vendor,14310.0,0,21,7,1,3,4302,0,142.74084585651218,Medium
B00468,57,Rural,Garment Manufacturer,28152.0,2,3,26,0,5,4802,1,107.08420109730419,Medium
B00469,29,Semi-Urban,Garment Manufacturer,27127.0,1,4,1,0,3,1813,0,51.892783316895894,High
B00470,44,Urban,Daily Wage Worker,9844.0,1,9,11,1,1,3756,0,114.35467517086504,Medium
B00471,55,Rural,Small Retail Shop,19809.0,0,13,10,1,5,3824,0,111.54567314779145,Medium
B00472,55,Rural,Delivery Worker,15290.0,1,15,31,0,5,5749,1,142.3618322553261,Medium
B00473,56,Rural,Agriculture,14189.0,2,10,25,1,2,3752,1,162.26110035940835,Low
B00474,38,Rural,Milk Vendor,15027.0,2,21,1,0,5,2319,1,124.7729081859304,Medium
B00475,59,Urban,Auto Driver,18059.6,1,9,3,1,4,3968,0,96.47965826816964,High
B00476,52,Semi-Urban,Auto Driver,15498.0,0,16,1,0,2,2855,0,83.08982809759623,High
B00477,44,Semi-Urban,Street Vendor,11660.0,1,16,7,0,2,2695,1,105.69816762624876,Medium
B00478,43,Semi-Urban,Garment Manufacturer,26497.0,2,13,14,1,1,6342,1,169.94882635499891,Low
B00479,52,Semi-Urban,Garment Manufacturer,28436.0,2,5,23,0,2,4497,1,120.6564595826024,Medium
B00480,57,Rural,Small Retail Shop,22660.0,2,10,17,0,2,6334,0,125.29178741221469,Medium
B00481,32,Rural,Garment Manufacturer,29739.0,0,24,14,0,4,1656,0,151.9371809316174,Medium
B00482,33,Rural,Auto Driver,15950.0,0,1,9,1,2,5769,1,61.5031256358209,High
B00483,43,Rural,Agriculture,12448.0,2,3,21,0,5,6060,1,81.33730602964224,High
B00484,45,Rural,Street Vendor,14943.0,0,21,2,0,1,5142,1,110.16888119159644,Medium
B00485,55,Rural,Small Retail Shop,20013.0,1,3,32,0,4,5777,1,99.50877512679261,High
B00486,50,Rural,Delivery Worker,15344.0,2,10,8,0,3,4421,0,95.95942018840952,High
B00487,37,Rural,Auto Driver,14942.0,0,17,36,1,3,5599,1,183.05635245314224,Low
B00488,40,Semi-Urban,Tailor,15319.0,0,18,26,1,3,1108,1,168.48712949087923,Low
B00489,45,Rural,Daily Wage Worker,10138.0,0,13,37,1,4,2204,0,158.90813422792402,Low
B00490,42,Urban,Small Retail Shop,21301.449999999997,1,2,15,0,3,4037,1,65.77584288920788,High
B00491,33,Rural,Small Retail Shop,20897.0,2,16,34,1,5,1578,0,203.63401809077504,Low
B00492,39,Semi-Urban,Auto Driver,15110.0,0,4,21,0,3,3579,1,65.23361128043128,High
B00493,56,Urban,Street Vendor,13592.999999999998,0,22,23,1,3,6564,1,178.49941837528485,Low
B00494,32,Urban,Daily Wage Worker,14563.599999999999,0,18,9,1,1,5246,1,140.1538952872569,Medium
B00495,39,Urban,Agriculture,12722.449999999999,2,14,26,0,3,4988,1,147.9304433623481,Medium
B00496,32,Rural,Agriculture,10707.0,1,6,22,0,3,3041,1,86.99742608716429,High
B00497,29,Rural,Garment Manufacturer,28352.0,1,11,13,1,2,2412,1,142.67856738321234,Medium
B00498,27,Rural,Tailor,13383.0,1,17,25,1,5,4635,0,167.87298746492883,Low
B00499,48,Rural,Handloom Weaver,14180.0,2,8,7,0,4,2224,0,81.15590180099528,High
B00500,34,Rural,Auto Driver,16686.0,0,3,27,0,1,1210,1,81.48576976108791,High
B00501,51,Urban,Street Vendor,17761.75,0,24,15,1,4,1580,0,172.2018720031502,Low
B00502,39,Semi-Urban,Daily Wage Worker,8437.0,0,3,12,0,3,2731,0,35.53645750693343,High
B00503,36,Semi-Urban,Street Vendor,14817.0,1,17,33,1,2,5561,1,195.57138180367465,Low
B00504,25,Urban,Handloom Weaver,16810.699999999997,0,4,21,0,3,5740,1,67.08284074731603,High
B00505,55,Semi-Urban,Agriculture,14238.0,1,19,25,0,3,5326,0,155.11765893091052,Low
B00506,32,Semi-Urban,Street Vendor,13621.0,0,8,22,0,1,6625,0,90.78343311566857,High
B00507,45,Semi-Urban,Agriculture,10420.0,1,17,14,1,1,3636,1,156.80792154145513,Low
B00508,41,Rural,Agriculture,11957.0,0,22,8,0,4,1253,0,113.31298448351572,Medium
B00509,56,Rural,Tailor,16508.0,0,5,24,1,3,3777,0,106.86678879282385,Medium
B00510,43,Urban,Agriculture,12981.199999999999,1,11,3,1,4,2231,1,99.97266870490405,High
B00511,36,Urban,Milk Vendor,14673.999999999998,1,12,12,1,3,6755,1,127.8998150269794,Medium
B00512,59,Urban,Agriculture,12460.249999999998,2,21,22,1,1,1066,1,207.6233905767625,Low
B00513,59,Rural,Daily Wage Worker,8334.0,1,15,16,1,2,2859,0,145.8549023413498,Medium
B00514,34,Urban,Daily Wage Worker,10123.449999999999,0,12,7,1,4,3928,0,94.19990379141642,High
B00515,51,Rural,Daily Wage Worker,10807.0,0,22,18,1,4,6469,1,162.47284803471797,Low
B00516,25,Rural,Small Retail Shop,18940.0,0,7,23,0,5,3098,0,79.78870710011876,High
B00517,55,Rural,Auto Driver,17432.0,0,24,26,1,5,3860,0,190.33857325303987,Low
B00518,43,Rural,Auto Driver,14023.0,0,3,38,1,2,6563,1,126.86066424994094,Medium
B00519,49,Rural,Auto Driver,16450.0,0,10,2,1,5,6689,1,77.96998932788318,High
B00520,31,Rural,Milk Vendor,15857.0,0,16,2,0,2,6886,0,84.91788764889391,High
B00521,38,Rural,Daily Wage Worker,10488.0,0,1,22,1,3,4980,1,79.24274638414136,High
B00522,32,Rural,Garment Manufacturer,28666.0,1,21,38,0,5,5842,0,196.75559802596538,Low
B00523,29,Semi-Urban,Auto Driver,15878.0,0,11,28,0,5,4860,1,104.70637408924107,High
B00524,30,Semi-Urban,Handloom Weaver,16514.0,1,17,17,1,4,3970,1,158.79508564525256,Low
B00525,37,Rural,Handloom Weaver,15078.0,1,14,18,1,2,1080,0,152.89746392516446,Medium
B00526,58,Rural,Street Vendor,15661.0,1,18,2,0,4,6568,1,102.34693226543511,High
B00527,27,Semi-Urban,Small Retail Shop,22946.0,2,12,35,0,5,4087,0,159.46703773483668,Low
B00528,33,Semi-Urban,Garment Manufacturer,27200.0,2,16,15,0,3,5243,1,149.14342716857448,Medium
B00529,60,Rural,Agriculture,13966.0,2,8,15,1,1,1383,1,136.6231785239819,Medium
B00530,29,Semi-Urban,Daily Wage Worker,9878.0,1,3,34,1,2,4504,1,129.71610135390515,Medium
B00531,47,Urban,Milk Vendor,18931.3,0,11,15,1,2,4399,0,121.98870279039583,Medium
B00532,22,Rural,Small Retail Shop,22236.0,2,15,18,1,3,4885,1,175.9679386082809,Low
B00533,25,Rural,Tailor,14131.0,0,4,13,1,3,6480,0,77.86317603968335,High
B00534,49,Rural,Tailor,13378.0,1,16,38,0,2,3661,0,169.7128282733154,Low
B00535,57,Semi-Urban,Delivery Worker,18014.0,0,22,8,0,2,4572,1,126.22396113308646,Medium
B00536,58,Rural,Agriculture,11215.0,1,24,16,1,3,6697,1,186.69924230886454,Low
B00537,39,Rural,Daily Wage Worker,8392.0,1,17,20,0,3,5669,0,130.3211777338646,Medium
